,model,network_idx,num_wccs,norm_num_wccs,len_largest_wcc,norm_len_largest_wcc
45,death,2,11,0.1896551724137931,43,1.5357142857142858
46,death,6,13,0.22413793103448276,42,1.5
47,death,0,13,0.22413793103448276,37,1.3214285714285714
48,death,3,12,0.20689655172413793,38,1.3571428571428572
49,death,4,13,0.22413793103448276,29,1.0357142857142858
50,hcc1954_short,7,18,0.5294117647058824,6,0.375
51,hcc1954_short,3,16,0.47058823529411764,6,0.375
52,hcc1954_short,4,20,0.5882352941176471,5,0.3125
53,hcc1954_short,6,13,0.40625,12,0.75
54,hcc1954_short,5,17,0.5,7,0.4375
55,hcc1954_short,0,12,0.375,14,0.875
56,hcc1954_short,1,20,0.5882352941176471,4,0.25
57,hcc1954_short,9,15,0.4411764705882353,10,0.625
58,hcc1954_short,2,15,0.4411764705882353,10,0.625
59,hcc1954_short,8,17,0.53125,10,0.625
60,hgf,7,25,0.18115942028985507,105,1.5441176470588236
61,hgf,5,26,0.18840579710144928,97,1.4264705882352942
62,hgf,9,21,0.15217391304347827,95,1.3970588235294117
63,hgf,4,22,0.15942028985507245,115,1.6911764705882353
64,hgf,2,24,0.17391304347826086,109,1.6029411764705883
65,hgf,6,19,0.13768115942028986,107,1.5735294117647058
66,hgf,3,25,0.18115942028985507,102,1.5
67,hgf,1,22,0.15942028985507245,105,1.5441176470588236
68,hgf,0,24,0.17391304347826086,104,1.5294117647058822
69,hgf,8,22,0.15942028985507245,108,1.588235294117647
70,mammalian,0,11,0.2619047619047619,23,1.15
71,mammalian,8,7,0.16666666666666666,33,1.65
72,mammalian,4,9,0.21428571428571427,28,1.4
73,mammalian,6,12,0.2857142857142857,20,1.0
74,mammalian,7,10,0.23809523809523808,16,0.8
75,mammalian,5,12,0.2857142857142857,16,0.8
76,mammalian,2,10,0.23809523809523808,19,0.95
77,mammalian,9,12,0.2857142857142857,16,0.8
78,mammalian,1,15,0.35714285714285715,18,0.9
79,mammalian,3,11,0.2619047619047619,25,1.25
80,mapk,3,23,0.21296296296296297,76,1.4339622641509433
81,mapk,8,22,0.2037037037037037,53,1.0
82,mapk,7,25,0.23148148148148148,77,1.4528301886792452
83,mapk,5,23,0.21296296296296297,83,1.5660377358490567
84,mapk,9,22,0.2037037037037037,74,1.3962264150943395
85,mapk,2,23,0.21296296296296297,77,1.4528301886792452
86,mapk,6,22,0.2037037037037037,48,0.9056603773584906
87,mapk,4,22,0.2037037037037037,54,1.0188679245283019
88,mapk,1,24,0.2222222222222222,82,1.5471698113207548
89,mapk,0,19,0.17592592592592593,86,1.6226415094339623
90,oxidative,6,7,0.175,27,1.4210526315789473
91,oxidative,8,8,0.2,31,1.631578947368421
92,oxidative,4,8,0.2,30,1.5789473684210527
93,oxidative,3,7,0.175,32,1.6842105263157894
94,oxidative,9,8,0.2,29,1.5263157894736843
95,oxidative,1,5,0.125,34,1.7894736842105263
96,oxidative,7,8,0.2,29,1.5263157894736843
97,oxidative,0,11,0.275,26,1.368421052631579
98,oxidative,2,6,0.15,33,1.736842105263158
99,oxidative,5,5,0.125,32,1.6842105263157894
