,model,network_idx,num_wccs,norm_num_wccs,len_largest_wcc,norm_len_largest_wcc
718,mammalian,59,9,0.21428571428571427,28,1.4
719,mammalian,3,11,0.2619047619047619,25,1.25
720,mammalian,28,11,0.2619047619047619,30,1.5
721,mammalian,60,12,0.2857142857142857,17,0.85
722,mammalian,34,11,0.2619047619047619,8,0.4
723,mammalian,27,10,0.23809523809523808,21,1.05
724,mammalian,82,9,0.21428571428571427,28,1.4
725,mammalian,69,10,0.23809523809523808,16,0.8
726,mammalian,45,10,0.23809523809523808,16,0.8
727,mammalian,72,11,0.2619047619047619,18,0.9
728,mammalian,43,9,0.21428571428571427,28,1.4
729,mammalian,80,11,0.2619047619047619,28,1.4
730,mammalian,0,11,0.2619047619047619,23,1.15
